kind,id,name,field,value,raw_value
character,hunter,Hunter,starting_weapons,"Cacti Club,Thief Dagger,Spear,Claw,Scissors,Shuriken,Double Barrel Shotgun,Crossbow,Icicle,Hiking Pole,Javelin","Cacti Club,Thief Dagger,Spear,Claw,Scissors,Shuriken,Double Barrel Shotgun,Crossbow,Icicle,Hiking Pole,Javelin"
character,hunter,Hunter,stats,"+100 Range
+1% Damage for every 10 Range you have
Crit Chance modifications are increased by 25%
Harvesting modifications are reduced by 100%
Max HP modifications are reduced by 33%","<span style=""color:rgb(0,255,0);"">+100</span> Range<br><span style=""color:rgb(0,255,0);"">+1% Damage</span> for every <span style=""color:rgb(0,255,0);"">10 Range</span> you have<br><span style=""color:rgb(0,255,0);"">Crit Chance</span> modifications are increased by <span style=""color:rgb(0,255,0);"">25%</span><br><span style=""color:rgb(244,0,0);"">Harvesting</span> modifications are reduced by <span style=""color:rgb(244,0,0);"">100%</span><br><span style=""color:rgb(244,0,0);"">Max HP</span> modifications are reduced by <span style=""color:rgb(244,0,0);"">33%</span>"
character,hunter,Hunter,unlock_type,Weapon,Weapon
character,hunter,Hunter,unlocked_by,Reach +300 Range,Reach +300 Range
character,hunter,Hunter,unlocks,Sniper Gun,Sniper Gun
character,hunter,Hunter,wanted_tags,"Range, Crit Chance","[[Range]], [[Crit Chance]]"
character,artificer,Artificer,is_dlc,-,-
character,artificer,Artificer,starting_weapons,"Plank,Screwdriver,Wrench,Shredder","Plank,Screwdriver,Wrench,Shredder"
character,artificer,Artificer,stats,"+175% Explosion Damage
+4% Explosion Size for every 1 Elemental Damage you have
+100% Damage with Tool weapons
-100% Damage
Armor modifications are reduced by 50%","<span style=""color:rgb(0,255,0);"">+175%</span> Explosion Damage<br><span style=""color:rgb(0,255,0);"">+4% Explosion Size</span> for every <span style=""color:rgb(0,255,0);"">1 Elemental Damage</span> you have<br><span style=""color:rgb(0,255,0);"">+100% Damage</span> with <span style=""color:rgb(0,255,0);"">Tool</span> weapons<br><span style=""color:rgb(244,0,0);"">-100%</span> Damage<br><span style=""color:rgb(244,0,0);"">Armor</span> modifications are reduced by <span style=""color:rgb(244,0,0);"">50%</span>"
character,artificer,Artificer,unlock_type,Item,Item
character,artificer,Artificer,unlocked_by,Kill 15 Enemies with a single explosion,Kill 15 Enemies with a single explosion
character,artificer,Artificer,unlocks,Explosive Shells,Explosive Shells
character,artificer,Artificer,wanted_tags,Explosive (Item Tag),[[Explosive (Item Tag)]]
character,arms dealer,Arms Dealer,is_dlc,-,-
character,arms dealer,Arms Dealer,starting_weapons,Pistol,Pistol
character,arms dealer,Arms Dealer,stats,"-95% Weapons Price
+30 Harvesting
Damage modifications are increased by +33%
You start with 1 Dangerous Bunny
Shops always sell at least 1 weapon
All of your weapons are destroyed when entering a shop","<span style=""color:rgb(0,255,0);"">-95%</span> Weapons Price<br><span style=""color:rgb(0,255,0);"">+30</span> Harvesting <br><span style=""color:rgb(0,255,0);"">Damage</span> modifications are increased by <span style=""color:rgb(0,255,0);"">+33%</span><br>You start with <span style=""color:rgb(0,255,0);"">1 Dangerous Bunny</span><br>Shops always sell at least <span style=""color:rgb(0,255,0);"">1</span> weapon<br>All of your weapons are destroyed when entering a shop"
character,arms dealer,Arms Dealer,unlock_type,Item,Item
character,arms dealer,Arms Dealer,unlocked_by,Recycle 12 weapons during a run,Recycle 12 weapons during a run
character,arms dealer,Arms Dealer,unlocks,Anvil,Anvil
character,arms dealer,Arms Dealer,wanted_tags,''None'',''None''
character,streamer,Streamer,is_dlc,-,-
character,streamer,Streamer,starting_weapons,"Fist,Stick,Cacti Club,Ghost Flint,Ghost Axe,Scissors,Screwdriver,Wrench,Spear,Plank,Pruner,Spiky Shield,Crossbow,Double Barrel Shotgun,Laser Gun,Medical Gun,Pistol,Shredder,SMG,Revolver,Slingshot,Ghost Scepter,Taser,Wand,Icicle,Javelin","Fist,Stick,Cacti Club,Ghost Flint,Ghost Axe,Scissors,Screwdriver,Wrench,Spear,Plank,Pruner,Spiky Shield,Crossbow,Double Barrel Shotgun,Laser Gun,Medical Gun,Pistol,Shredder,SMG,Revolver,Slingshot,Ghost Scepter,Taser,Wand,Icicle,Javelin"
character,streamer,Streamer,stats,"+3% of your materials per second while standing still (+25 max)
+40% Damage while moving
+40% Attack Speed while moving
+2 Armor for every 1 Structure you have
-50% materials dropped
-1% Damage for every 15 Materials you have
-1% Speed for every 30 Materials you have","<span style=""color:rgb(0,255,0);"">+3%</span> of your materials per second while standing still (<span style=""color:rgb(0,255,0);"">+25</span> max)<br><span style=""color:rgb(0,255,0);"">+40% Damage</span> while moving<br><span style=""color:rgb(0,255,0);"">+40% Attack Speed</span> while moving<br><span style=""color:rgb(0,255,0);"">+2 Armor</span> for every <span style=""color:rgb(0,255,0);"">1 Structure</span> you have<br><span style=""color:rgb(244,0,0);"">-50%</span> materials dropped<br><span style=""color:rgb(244,0,0);"">-1% Damage</span> for every <span style=""color:rgb(244,0,0);"">15 Materials</span> you have<br><span style=""color:rgb(244,0,0);"">-1% Speed</span> for every <span style=""color:rgb(244,0,0);"">30 Materials</span> you have"
character,streamer,Streamer,unlock_type,Item,Item
character,streamer,Streamer,unlocked_by,Reach -20% Speed,Reach -20% Speed
character,streamer,Streamer,unlocks,Community Support,Community Support
character,streamer,Streamer,wanted_tags,Structure,[[Structure]]
character,cyborg,Cyborg,is_dlc,-,-
character,cyborg,Cyborg,starting_weapons,"Wrench,Screwdriver,Plank,Pistol,SMG,Revolver,Double Barrel Shotgun,Crossbow,Brick","Wrench,Screwdriver,Plank,Pistol,SMG,Revolver,Double Barrel Shotgun,Crossbow,Brick"
character,cyborg,Cyborg,stats,"You start with 1 Minigun
Ranged Damage modifications are increased by 200%
100% of your Ranged Damage are temporarily converted into Engineering halfway through a wave (1 Ranged Damage = 2 Engineering)
Engineering modifications are reduced by 75%
Melee modifications are reduced by 100%
Elemental modifications are reduced by 100%",You start with {{Color|green|1 Minigun}}<br>{{Color|green|Ranged Damage}} modifications are increased by {{Color|green|200%}}<br>{{Color|green|100%}} of your {{Color|green|Ranged Damage}} are temporarily converted into {{Color|green|Engineering}} halfway through a wave ({{Color|green|1 Ranged Damage}} = {{Color|green|2 Engineering}})<br>{{Color|red|Engineering}} modifications are reduced by {{Color|red|75%}}<br>{{Color|red|Melee}} modifications are reduced by {{Color|red|100%}}<br>{{Color|red|Elemental}} modifications are reduced by {{Color|red|100%}}
character,cyborg,Cyborg,unlock_type,Item,Item
character,cyborg,Cyborg,unlocked_by,Reach 10 Ranged Damage and get 3 structures at the same time,Reach 10 Ranged Damage and get 3 structures at the same time
character,cyborg,Cyborg,unlocks,Improved Tools,Improved Tools
character,cyborg,Cyborg,wanted_tags,"Structure, Ranged Damage","[[Structure]], [[Ranged Damage]]"
character,glutton,Glutton,is_dlc,-,-
character,glutton,Glutton,starting_weapons,"Pruner,Chopper,Thief Dagger,Fist,Jousting Lance,Screwdriver,Plank,Shredder,Lute,Spoon,Flute","Pruner,Chopper,Thief Dagger,Fist,Jousting Lance,Screwdriver,Plank,Shredder,Lute,Spoon,Flute"
character,glutton,Glutton,stats,"+50 Luck
+1 % Explosion Damage when picking up a consumable while at maximum health
Consumable have a 100% chance to explode for 10 (500% Melee Damage) damage when picked up
+25 % Items Price
-25 % XP Gain",{{Color|green|+50}} Luck<br>{{Color|green|+1 % Explosion Damage}} when picking up a consumable while at maximum health<br>Consumable have a {{Color|green|100%}} chance to explode for {{Color|green|10}} (500% {{StatIcon|Melee Damage}}) damage when picked up<br>{{Color|red|+25 %}} Items Price<br>{{Color|red|-25 %}} XP Gain
character,glutton,Glutton,unlock_type,Item,Item
character,glutton,Glutton,unlocked_by,Pick up 20 consumables during a run,Pick up 20 consumables during a run
character,glutton,Glutton,unlocks,Spicy Sauce,Spicy Sauce
character,glutton,Glutton,wanted_tags,"Consumable, Explosive (Item Tag), Melee Damage","[[Consumable]], [[Explosive (Item Tag)]], [[Melee Damage]]"
character,jack,Jack,is_dlc,-,-
character,jack,Jack,starting_weapons,"Knife,Jousting Lance,Wrench,Torch,Hatchet,Stick,Spear,Spiky Shield,Shuriken,Laser Gun,Revolver,Crossbow,Taser,Wand,Icicle,Brick,Lute,Spoon,Flute","Knife,Jousting Lance,Wrench,Torch,Hatchet,Stick,Spear,Spiky Shield,Shuriken,Laser Gun,Revolver,Crossbow,Taser,Wand,Icicle,Brick,Lute,Spoon,Flute"
character,jack,Jack,stats,"+125% damage against bosses and elites
+200% materials dropped
-70% Enemies
+175 % Enemy health
+35 % Enemy damage
Note: On higher danger levels, only Elites spawn, never hordes","{{Color|green|+125%}} damage against bosses and elites<br>{{Color|green|+200%}} materials dropped<br>-70% Enemies<br>{{Color|red|+175}} % Enemy health<br>{{Color|red|+35}} % Enemy damage<br>{{Color|grey|Note: On higher danger levels, only Elites spawn, never hordes}}"
character,jack,Jack,unlock_type,Item,Item
character,jack,Jack,unlocked_by,Kill a boss or an elite in less than 15 seconds,Kill a boss or an elite in less than 15 seconds
character,jack,Jack,unlocks,Giant Belt,Giant Belt
character,jack,Jack,wanted_tags,''None'',''None''
character,lich,Lich,is_dlc,-,-
character,lich,Lich,starting_weapons,"Scissors,Chopper,Thief Dagger,Stick,Knife,Ghost Flint,Sharp Tooth,Pruner,Hatchet,Rock,Spiky Shield,Lightning Shiv,Ghost Scepter,Medical Gun,SMG,Wand,Icicle,Slingshot,Crossbow,Spoon","Scissors,Chopper,Thief Dagger,Stick,Knife,Ghost Flint,Sharp Tooth,Pruner,Hatchet,Rock,Spiky Shield,Lightning Shiv,Ghost Scepter,Medical Gun,SMG,Wand,Icicle,Slingshot,Crossbow,Spoon"
character,lich,Lich,stats,"+10 HP Regeneration
+10 % Life Steal
100% chance to deal 10 ( Max HP) damage to a random enemy when you heal
Damage modifications are reduced by 50%",{{Color|green|+10}} HP Regeneration<br>{{Color|green|+10}} % Life Steal<br>{{Color|green|100%}} chance to deal {{Color|green|10}} ({{StatIcon|Max HP}}) damage to a random enemy when you heal<br>{{Color|red|Damage}} modifications are reduced by {{Color|red|50%}}
character,lich,Lich,unlock_type,Item,Item
character,lich,Lich,unlocked_by,Reach +100 Max HP,Reach +100 Max HP
character,lich,Lich,unlocks,Tentacle,Tentacle
character,lich,Lich,wanted_tags,"Max HP, HP Regeneration, Life Steal","[[Max HP]], [[HP Regeneration]], [[Life Steal]]"
character,apprentice,Apprentice,is_dlc,-,-
character,apprentice,Apprentice,starting_weapons,"Fist,Knife,Lightning Shiv,Cacti Club,Quarterstaff,Ghost Flint,Ghost Axe,Hatchet,Torch,Plank,Pruner,Screwdriver,Wrench,Medical Gun,SMG,Double Barrel Shotgun,Shredder,Slingshot,Taser,Icicle,Shuriken,Ghost Scepter,Brick","Fist,Knife,Lightning Shiv,Cacti Club,Quarterstaff,Ghost Flint,Ghost Axe,Hatchet,Torch,Plank,Pruner,Screwdriver,Wrench,Medical Gun,SMG,Double Barrel Shotgun,Shredder,Slingshot,Taser,Icicle,Shuriken,Ghost Scepter,Brick"
character,apprentice,Apprentice,stats,"+2 Melee Damage when you level up
+1 Ranged Damage when you level up
+1 Elemental Damage when you level up
+1 Engineering when you level up
-2 Max HP when you level up",{{Color|green|+2 Melee Damage}} when you level up<br>{{Color|green|+1 Ranged Damage}} when you level up<br>{{Color|green|+1 Elemental Damage}} when you level up<br>{{Color|green|+1 Engineering}} when you level up<br>{{Color|red|-2 Max HP}} when you level up
character,apprentice,Apprentice,unlock_type,Weapon,Weapon
character,apprentice,Apprentice,unlocked_by,Reach level 20,Reach level 20
character,apprentice,Apprentice,unlocks,Quarterstaff,Quarterstaff
character,apprentice,Apprentice,wanted_tags,XP Gain,[[XP Gain]]
character,cryptid,Cryptid,is_dlc,-,-
character,cryptid,Cryptid,starting_weapons,"Fist,Hand,Claw,Knife,Cacti Club,Pruner,Chopper,Ghost Axe,Thief Dagger,Lightning Shiv,Ghost Flint,Rock,Stick,Hatchet,Jousting Lance,Screwdriver,Plank,Ghost Scepter,Shredder,Pistol,SMG,Lute,Sickle","Fist,Hand,Claw,Knife,Cacti Club,Pruner,Chopper,Ghost Axe,Thief Dagger,Lightning Shiv,Ghost Flint,Rock,Stick,Hatchet,Jousting Lance,Screwdriver,Plank,Ghost Scepter,Shredder,Pistol,SMG,Lute,Sickle"
character,cryptid,Cryptid,stats,"More trees spawn text=(+6)
Gain text=12 material and XP for every living tree at the end of a wave
+3 HP Regeneration for every current living tree
Dodge is capped at 70%
+3 Attack Speed until the end of the wave when you dodge an attack
-100 % Life Steal
-100 Range
-50% materials dropped from enemies",More trees spawn {{Color|color=grey|text=(+6)}}<br>Gain {{Color|color=green|text=12}} material and XP for every living tree at the end of a wave<br>{{Color|green|+3 HP Regeneration}} for every current living tree<br>Dodge is capped at {{Color|green|70%}}<br>{{Color|green|+3 Attack Speed}} until the end of the wave when you dodge an attack<br>{{Color|red|-100}} % Life Steal<br>{{Color|red|-100}} Range<br>{{Color|red|-50%}} materials dropped from enemies
character,cryptid,Cryptid,unlock_type,Weapon,Weapon
character,cryptid,Cryptid,unlocked_by,Finish a wave with 10 or more living trees,Finish a wave with 10 or more living trees
character,cryptid,Cryptid,unlocks,Claw,Claw
character,cryptid,Cryptid,wanted_tags,"Exploration, Dodge","[[Exploration]], [[Dodge]]"
character,fisherman,Fisherman,is_dlc,-,-
character,fisherman,Fisherman,starting_weapons,"Knife,Rock,Spear,Quarterstaff,Spiky Shield,Torch,Stick,Sharp Tooth,Plank,Pruner,Scissors,Pistol,SMG,Crossbow,Double Barrel Shotgun,Laser Gun,Revolver,Shredder,Slingshot,Icicle,Javelin","Knife,Rock,Spear,Quarterstaff,Spiky Shield,Torch,Stick,Sharp Tooth,Plank,Pruner,Scissors,Pistol,SMG,Crossbow,Double Barrel Shotgun,Laser Gun,Revolver,Shredder,Slingshot,Icicle,Javelin"
character,fisherman,Fisherman,stats,"+5 Max HP
+20 Harvesting
Shops always sell a Bait
-100% Bait price
+2 Harvesting for every 1 Bait you have
Baits make some special enemies spawn throughout all future waves
-50% materials dropped from enemies",{{Color|green|+5}} Max HP<br>{{Color|green|+20}} Harvesting<br>Shops always sell a {{Color|green|Bait}}<br>{{Color|green|-100% Bait}} price<br>{{Color|green|+2 Harvesting}} for every {{Color|green|1 Bait}} you have<br>Baits make some special enemies spawn throughout all future waves<br>{{Color|red|-50%}} materials dropped from enemies
character,fisherman,Fisherman,unlock_type,Item,Item
character,fisherman,Fisherman,unlocked_by,Get 2 Bait during a run,Get 2 Bait during a run
character,fisherman,Fisherman,unlocks,Lure,Lure
character,fisherman,Fisherman,wanted_tags,''None'',''None''
character,golem,Golem,is_dlc,-,-
character,golem,Golem,starting_weapons,"Cacti Club,Chopper,Fist,Ghost Axe,Hatchet,Knife,Plank,Rock,Spiky Shield,Stick,Torch,Pistol,Revolver,Slingshot,Crossbow,Ghost Scepter,Brick,Spoon,Flute","Cacti Club,Chopper,Fist,Ghost Axe,Hatchet,Knife,Plank,Rock,Spiky Shield,Stick,Torch,Pistol,Revolver,Slingshot,Crossbow,Ghost Scepter,Brick,Spoon,Flute"
character,golem,Golem,stats,"+20 Max HP
Max HP modifications are increased by 33%
Armor modifications are increased by 33%
+40 % Attack Speed when you have less than 50% health
+20 % Speed when you have less than 50% health
You can't heal in any way",{{Color|green|+20}} Max HP<br>{{Color|green|Max HP}} modifications are increased by {{Color|green|33%}}<br>{{Color|green|Armor}} modifications are increased by {{Color|green|33%}}<br>{{Color|green|+40 % Attack Speed}} when you have less than 50% health<br>{{Color|green|+20 % Speed}} when you have less than 50% health<br>You can't heal in any way
character,golem,Golem,unlock_type,Item,Item
character,golem,Golem,unlocked_by,Finish a wave with 1 HP,Finish a wave with 1 HP
character,golem,Golem,unlocks,Stone Skin,Stone Skin
character,golem,Golem,wanted_tags,"Max HP, Armor","[[Max HP]], [[Armor]]"
character,king,King,is_dlc,-,-
character,king,King,starting_weapons,"Fist,Circular Saw,Knife,Hatchet,Ghost Axe,Lightning Shiv,Torch,Plank,Spear,Jousting Lance,Sword,Hammer,Spiky Shield,Vorpal Sword,Pistol,SMG,Crossbow,Double Barrel Shotgun,Rocket Launcher,Taser,Fireball,Lute,Trident,Flute,Grenade Launcher,Javelin","Fist,Circular Saw,Knife,Hatchet,Ghost Axe,Lightning Shiv,Torch,Plank,Spear,Jousting Lance,Sword,Hammer,Spiky Shield,Vorpal Sword,Pistol,SMG,Crossbow,Double Barrel Shotgun,Rocket Launcher,Taser,Fireball,Lute,Trident,Flute,Grenade Launcher,Javelin"
character,king,King,stats,"+50 Luck
+25 % Damage for every Tier IV weapon you have
+25% Attack Speed for every Tier IV weapon you have
+5 Max HP for every different Tier IV item you have
-15% Damage for every Tier I weapon you have
-15% Attack Speed for every Tier I weapon you have
-2 Max HP for every different Tier I item you have
UNLISTED BONUS: Starting weapon is Tier II",{{Color|green|+50}} Luck<br>{{Color|green|+25 % Damage}} for every {{Color|green|Tier IV weapon}} you have<br>{{Color|green|+25% Attack Speed}} for every {{Color|green|Tier IV weapon}} you have<br>{{Color|green|+5 Max HP}} for every different {{Color|green|Tier IV item}} you have<br>{{Color|red|-15% Damage}} for every {{Color|red|Tier I weapon}} you have<br>{{Color|red|-15% Attack Speed}} for every {{Color|red|Tier I weapon}} you have<br>{{Color|red|-2 Max HP}} for every different {{Color|red|Tier I item}} you have<br>{{Color|cream|UNLISTED BONUS:}} Starting weapon is {{Color|tier2|Tier II}}
character,king,King,unlock_type,Weapon,Weapon
character,king,King,unlocked_by,Get 3 tier IV weapons at once,Get 3 tier IV weapons at once
character,king,King,unlocks,Excalibur,Excalibur
character,king,King,wanted_tags,''None'',''None''
character,renegade,Renegade,is_dlc,-,-
character,renegade,Renegade,starting_weapons,"Pistol,Revolver,Shredder,SMG,Laser Gun,Medical Gun,Double Barrel Shotgun,Taser,Wand,Icicle,Ghost Scepter,Crossbow,Shuriken,Slingshot,Flute,Javelin","Pistol,Revolver,Shredder,SMG,Laser Gun,Medical Gun,Double Barrel Shotgun,Taser,Wand,Icicle,Ghost Scepter,Crossbow,Shuriken,Slingshot,Flute,Javelin"
